word,object,action,qualifier,structural,punctuation,alpha,numeric,alphanumeric,glyph,question,whitesapce,unknown,certainty,absoluteness,polarity,insult,formality,morality,hierarchy,scale,worth,plurality,necessity,temporality,quickness,nothingness,dynamism,continuity,artificiality,agency,abstractness,mysticism,affect,arousal,fear,hedonics,valence,mass,time,length,width,height,temperature,luminance,origin,destination,lateralism,verticality,precedence,dimensionality,containment,boundary,proximity,rotational,terrestrial,gaseousness,fluidity,ignition,safety,shelter,sustenance,gender,audibility,palatability,olfactibility,hue,saturation,color_value,transparency,strength,dexterity,intelligence,wisdom,constitution
asked,1.5,2.5,0.5,0.5,0.0,2.0,0.0,0.0,0.0,3.5,0.0,0.5,-1.5,0.5,-0.5,0.0,-0.5,0.0,0.2,0.5,-0.5,0.2,0.0,-1.5,0.0,0.0,-0.5,-0.5,-0.5,0.8,1.5,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.5,0.5,0.2,0.2,0.5,0.2,0.5,0.0,0.0,-1.5,0.8,-1.5,0.5,0.8,0.0,0.2,0.2,0.5,0.0,-0.5,0.0,0.0,-0.5,0.8,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.5,0.8,0.0
at,1.5,1.5,0.5,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.2,-0.5,-0.5,-0.5,-0.5,0.2,0.2,-0.5,0.2,0.2,-1.5,-0.5,0.2,-1.5,-0.5,-0.5,0.2,0.2,0.0,-0.5,-0.5,0.2,-0.5,-0.5,0.2,0.2,1.2,0.2,0.8,0.2,0.2,0.2,2.8,2.0,-0.5,-0.5,0.2,-2.0,0.2,0.8,0.2,0.2,0.2,0.2,0.2,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.2,0.2,0.2,0.0
available,1.5,1.5,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2,0.5,0.5,0.5,0.0,0.2,0.8,2.5,0.5,2.5,0.5,0.5,0.2,0.5,0.8,0.5,0.5,0.8,0.1,0.0,0.0,0.2,0.5,0.0,0.2,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.5,1.2,0.5,0.6,1.5,0.0,0.2,0.2,0.5,0.2,0.8,1.5,0.5,0.0,0.5,0.2,0.2,0.0,0.0,0.0,1.5,0.5,0.5,1.2,0.2,1.2
away,1.5,2.5,2.5,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.5,-2.5,1.2,-2.5,-1.5,0.5,-1.5,0.2,1.2,-2.5,0.2,-2.5,-2.5,-2.5,2.5,-2.5,-2.5,-2.5,1.2,0.6,0.2,-2.5,-2.5,1.2,-2.5,-2.5,0.2,1.8,2.8,2.5,1.5,0.2,0.2,0.2,2.8,-2.5,-2.5,-3.5,1.2,-3.5,2.8,3.8,0.2,0.5,1.8,1.2,0.2,-2.5,0.8,-2.5,-1.5,1.5,0.2,0.2,0.0,0.0,0.0,0.8,0.5,0.5,0.2,0.2,0.5
back,1.5,2.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.8,0.5,0.0,0.5,0.0,0.6,0.8,0.2,0.2,0.5,-2.5,0.0,0.2,-1.5,-2.5,-0.5,0.8,0.8,0.2,0.0,0.0,0.8,0.2,0.2,0.2,0.2,1.5,1.5,0.8,0.2,0.2,0.8,2.5,2.5,2.5,-3.5,1.2,2.5,1.5,1.5,0.2,0.8,0.8,0.2,0.2,0.5,1.5,0.2,0.2,1.2,0.2,0.2,0.0,0.0,0.0,0.5,1.5,1.5,1.2,0.8,0.5
basic,2.5,1.0,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0.8,1.2,0.0,0.2,0.0,0.0,0.0,0.2,-2.0,-2.0,-1.5,0.5,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.2,1.5,0.8,0.5,0.5,0.5,0.8,0.5,0.0,0.0,0.0,1.5,0.0,0.8,1.5,0.2,1.5,0.5,0.5,0.5,0.0,1.2,0.0,0.0,0.8,1.2,1.0,0.0,0.0,0.0,0.8,1.2,1.5,1.5,1.2,1.2
be,1.5,3.0,2.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,-0.5,2.5,1.5,1.2,0.0,0.0,1.2,0.0,0.0,0.5,0.5,1.5,1.2,1.5,0.5,1.2,0.5,1.5,0.0,0.0,0.0,1.2,0.5,1.5,1.5,0.2,0.5,1.5,0.5,0.2,0.0,0.5,0.0,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.5,1.5
became,1.5,3.5,1.5,2.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,0.8,-2.0,0.0,0.5,0.0,0.2,0.5,-0.5,0.2,0.0,-2.5,0.5,0.2,2.5,2.5,-0.5,1.5,2.5,0.2,0.0,0.0,0.5,0.0,0.5,0.2,2.5,0.2,0.2,0.2,0.2,0.2,1.8,2.5,0.0,2.5,2.5,1.2,2.5,0.5,0.5,0.2,0.2,0.5,0.2,0.2,-0.5,0.2,-0.5,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.5,1.5,1.5,0.5
because,1.5,1.5,1.5,2.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,-2.5,1.5,-0.5,-0.5,-0.5,-0.5,0.8,0.8,-0.5,0.2,-0.5,-1.5,-0.5,0.2,-1.5,-1.5,-0.5,2.8,2.5,0.2,-0.5,-0.5,0.8,-0.5,-0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8,1.5,-0.5,-0.5,-0.5,1.5,-1.5,0.8,1.5,0.0,0.2,0.2,0.2,0.2,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.5,2.5,0.5
become,1.5,3.5,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.5,2.5,0.0,0.5,0.0,1.2,1.5,-1.5,0.2,2.5,2.5,0.0,0.2,2.5,2.5,-0.5,2.8,2.5,1.2,0.0,0.0,1.2,0.0,0.0,0.2,0.8,0.5,0.5,0.5,0.2,0.5,0.8,2.8,0.0,2.5,2.5,2.5,2.5,1.5,2.5,0.2,0.5,0.5,0.5,0.2,-0.5,0.8,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.0,0.5,0.5,1.5,2.5,2.5,1.5
been,1.5,2.5,1.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5,0.0,0.5,0.0,0.2,0.8,-1.5,0.2,0.0,-2.5,-2.0,0.2,-2.5,-2.0,-0.5,0.8,0.8,0.2,0.0,0.0,0.5,0.0,0.0,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.5,0.0,0.0,0.0,0.8,2.5,0.2,0.8,0.2,0.2,0.2,0.2,0.2,-0.5,0.8,0.0,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.5,1.2,1.2,0.5
before,1.5,2.0,2.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,0.8,-2.0,-0.5,-0.5,-0.5,0.8,0.8,-0.5,0.5,-1.5,-2.5,-2.0,0.2,-2.5,-2.5,-1.5,0.5,0.5,0.5,-0.5,-1.5,1.5,-0.5,-1.5,0.2,1.8,0.8,0.8,0.8,0.5,0.8,2.8,2.5,-2.0,-2.0,-2.5,1.2,-2.5,1.5,2.5,0.2,0.5,0.8,0.5,0.2,-1.5,0.8,-0.5,-0.5,0.8,0.8,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.5,1.5,0.5
began,2.5,3.0,0.5,2.5,0.5,2.0,0.0,0.0,0.0,0.5,0.0,0.5,-0.5,0.8,-2.0,0.0,0.5,0.0,0.2,0.8,-0.5,0.2,0.0,-2.5,-2.0,0.2,2.5,-2.5,-2.5,1.5,2.5,0.2,0.0,-0.5,0.2,-0.5,-1.5,0.2,2.5,0.5,0.2,0.2,0.2,0.2,3.8,1.5,-2.0,-2.0,2.5,1.2,-2.0,0.8,1.5,0.2,0.2,0.2,0.2,0.2,-0.5,0.2,-0.5,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.5,1.2,0.5,0.5
behind,1.2,0.5,2.5,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.5,-1.5,-0.5,-0.5,0.8,0.8,-2.5,0.2,-2.5,-3.5,-2.5,0.2,-2.5,-2.5,-2.5,0.2,0.8,0.2,0.0,0.0,0.8,-1.5,-1.5,0.2,1.2,1.5,0.8,0.2,0.2,0.2,0.8,0.8,-2.0,-2.5,-3.5,1.2,-2.5,2.8,2.8,0.2,1.5,0.2,0.2,0.1,-2.5,1.5,-0.8,-1.5,0.2,0.2,0.2,0.0,0.0,0.0,0.8,0.5,0.0,0.2,0.2,0.0
being,2.5,2.8,3.5,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,0.0,0.0,0.5,0.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,0.2,-0.5,0.5,-0.5,3.8,2.5,1.5,0.5,0.0,1.8,0.0,0.5,0.2,0.8,1.5,1.5,1.5,0.5,1.5,1.8,1.5,0.0,0.0,0.0,2.5,0.0,1.5,2.8,0.2,0.5,1.5,0.5,0.2,0.0,1.5,0.0,0.0,1.5,0.2,0.5,0.0,0.0,0.0,1.5,1.5,2.5,1.5,2.5,1.5
believe,2.5,3.0,1.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,2.8,0.5,0.8,2.5,0.2,1.2,2.8,0.2,2.5,-0.5,0.0,0.2,-1.5,-2.5,-1.5,2.8,3.5,2.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,-0.5,0.0,0.8,2.8,-1.5,0.8,1.5,0.0,0.2,0.2,0.2,0.2,0.5,0.2,-0.5,-0.5,0.5,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.5,2.5,0.0
below,1.5,0.5,2.5,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,-2.5,1.5,-2.5,-2.0,-1.5,-2.5,0.5,1.5,-2.5,0.5,-2.5,-2.5,-2.5,1.5,-2.5,-2.5,-2.5,0.2,0.5,0.5,-2.5,-2.5,1.5,-2.5,-2.5,0.2,1.5,2.5,1.5,0.8,0.5,0.5,0.2,1.5,-2.0,-2.5,-2.5,1.5,-2.5,2.5,2.5,0.2,1.5,0.5,1.5,0.2,-2.5,0.8,-2.5,-1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.5
beneath,1.5,2.5,2.8,3.8,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,-2.5,2.5,-2.5,-1.5,-0.5,-0.5,1.8,2.5,-2.5,0.2,-2.5,-2.5,-2.5,1.5,-2.5,-2.5,-2.5,0.2,1.5,0.2,-2.5,-2.5,1.2,-2.5,-2.5,0.2,0.2,2.5,1.5,0.8,0.2,0.2,0.8,1.5,-2.5,-3.5,-2.5,2.8,-2.5,2.8,2.8,0.2,3.8,0.2,2.8,0.2,-2.5,2.5,-0.5,-1.5,1.2,0.2,0.2,0.0,0.0,0.0,1.5,0.5,0.5,0.2,1.2,0.5
beside,1.5,0.5,2.5,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,1.5,0.0,0.0,0.5,0.0,0.2,1.5,0.0,0.5,0.0,0.0,0.0,0.5,-1.5,-2.5,-0.5,0.2,0.5,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,1.5,2.5,0.5,0.2,0.5,0.5,0.5,2.0,0.0,0.0,1.5,-2.5,2.5,3.5,0.2,1.5,0.5,0.5,0.2,0.0,0.5,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0
besides,1.5,1.5,1.5,0.0,0.5,0.5,0.0,0.0,0.0,1.5,0.5,1.5,0.0,1.5,-1.5,0.0,-1.5,0.0,0.2,0.5,-1.5,1.5,0.0,-2.5,0.0,0.5,-1.5,-2.5,-1.5,0.2,0.8,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,-2.0,0.0,-1.5,0.5,-2.5,0.5,1.5,0.0,0.2,0.2,0.2,0.2,-1.5,0.2,0.0,-0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.5,0.0
best,2.8,2.0,3.8,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.5,3.8,4.0,2.8,3.8,2.8,1.5,3.8,0.5,4.0,3.8,4.0,0.0,3.8,3.8,2.8,2.8,1.5,0.5,4.0,3.8,0.2,3.8,3.8,0.5,0.2,0.5,0.5,0.5,0.5,2.5,0.8,3.8,4.0,3.5,4.0,3.8,3.8,0.8,3.5,0.0,0.5,0.5,0.5,0.5,3.8,3.8,3.8,-0.5,2.5,3.8,2.5,0.0,0.0,0.0,2.5,2.5,3.8,2.8,2.8,3.8
better,1.5,2.5,3.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,1.5,2.8,3.5,2.5,2.8,1.5,1.5,3.5,1.5,2.8,2.8,3.5,0.2,3.5,2.8,1.5,2.5,1.5,0.5,2.8,2.5,1.2,2.8,2.8,0.5,0.8,1.5,1.5,1.5,1.5,1.5,0.8,1.5,2.8,2.8,3.5,2.5,2.8,1.5,2.5,0.2,1.2,1.5,0.5,1.5,2.8,2.5,2.8,1.5,2.5,2.5,1.5,0.0,0.0,0.0,1.5,1.5,3.5,2.5,2.5,2.5
between,1.5,1.5,2.5,3.5,0.5,0.5,0.5,0.5,0.0,1.5,0.5,0.5,-2.5,2.5,-2.0,-0.5,-0.5,-0.5,1.5,2.5,-1.5,2.5,-0.5,-2.5,-2.5,1.5,-2.5,-2.5,-1.5,1.5,1.5,0.5,-0.5,-0.5,1.5,-0.5,-0.5,0.5,2.5,2.5,2.5,1.5,1.5,1.5,2.5,2.5,-2.0,-2.0,-2.0,2.5,-2.5,3.5,3.5,0.5,1.5,1.5,2.5,0.5,-1.5,1.5,-0.5,-0.5,1.5,0.5,1.5,0.0,0.0,0.0,2.5,1.5,1.5,1.5,2.5,1.5
beyond,1.5,1.5,3.5,3.5,0.0,1.5,0.0,0.0,0.0,0.2,0.0,1.5,-2.5,3.5,3.5,-0.5,0.5,-0.5,0.6,3.5,-2.5,2.5,-2.5,3.5,2.5,0.5,3.5,3.5,-1.5,1.5,2.8,2.8,0.0,-1.5,0.8,0.0,0.0,0.5,3.5,2.5,1.5,2.5,0.5,0.5,0.8,2.8,-2.5,3.5,3.8,2.8,-3.8,3.8,3.5,0.2,0.5,0.8,0.2,0.2,-2.5,0.6,-0.5,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.8,0.5,0.5,2.5,3.5,1.5
big,2.8,0.0,3.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.5,3.5,1.5,0.5,0.0,1.8,3.5,2.8,2.8,2.5,0.0,2.5,0.2,2.8,2.8,-0.5,1.5,0.8,0.2,0.0,-1.5,1.2,0.0,0.5,0.2,0.2,2.8,3.5,2.8,1.5,1.5,0.2,0.8,2.8,2.8,3.5,2.8,2.5,0.8,2.8,0.2,1.5,0.2,0.2,0.2,-1.5,1.5,-0.5,-1.5,3.5,1.5,0.5,0.0,0.0,0.0,0.2,3.5,1.2,1.5,1.5,1.5
black,2.8,0.0,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,3.5,-2.8,-2.5,0.0,-2.5,0.2,1.8,-2.5,0.0,-2.5,-2.5,-2.0,0.2,-2.8,-2.5,-2.5,0.2,0.8,0.5,-2.5,-2.5,2.8,-2.5,-2.5,0.2,0.0,0.5,0.0,0.2,0.5,0.5,0.5,0.2,-2.0,-2.0,-2.0,2.8,-2.5,2.8,2.8,0.0,3.8,0.2,0.2,0.8,-2.5,0.5,-2.5,-2.5,0.5,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.2,0.2,0.5
body,3.5,2.5,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,2.5,-1.5,0.0,0.0,0.0,0.8,2.8,-1.5,0.5,2.0,-1.5,0.0,0.8,-2.0,-2.0,-2.5,1.8,1.8,0.2,0.0,0.0,1.8,0.0,0.0,2.8,0.2,2.8,2.8,2.5,2.8,1.8,1.8,1.2,0.0,0.0,0.0,2.8,2.0,2.8,2.8,1.2,2.8,1.2,2.8,1.5,-1.5,2.8,0.0,-0.5,2.8,0.8,0.5,0.0,0.0,0.0,2.8,2.8,2.5,1.8,1.8,3.8
both,2.5,2.0,2.5,2.5,0.0,2.0,1.5,1.5,0.0,1.5,1.5,1.5,-0.5,2.5,-0.5,-0.5,-0.5,-0.5,0.0,2.5,-0.5,2.5,-0.5,-0.5,-0.5,1.5,-0.5,-0.5,-0.5,2.5,1.5,0.0,-0.5,-0.5,2.5,-0.5,-0.5,1.5,2.5,2.0,2.0,2.0,0.0,0.0,0.5,2.5,-0.5,-0.5,-0.5,1.5,-1.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,-1.5,2.5,-0.5,-0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5
brought,1.5,3.5,1.2,2.8,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-2.5,0.0,0.5,0.0,0.2,0.5,-1.5,0.2,0.5,-2.5,-2.0,0.2,-2.5,-2.5,-1.5,0.5,0.8,0.2,0.0,-0.5,0.5,-0.5,-0.5,0.2,1.2,0.5,0.2,0.2,0.2,0.2,1.2,2.5,-1.5,-2.0,-2.5,1.2,2.5,0.8,2.5,0.1,0.8,0.2,0.8,0.2,-1.5,0.5,-0.5,-0.2,1.5,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.5,0.5,0.5,0.5
business,2.8,0.5,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,-0.5,-0.5,0.8,-0.5,2.8,1.2,-2.0,0.8,2.5,-0.5,-1.5,0.2,-1.5,-1.5,2.5,1.8,2.5,0.0,-0.5,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.8,1.2,0.5,0.2,0.2,0.5,1.2,-0.5,-0.5,-0.5,2.8,-1.5,1.2,1.8,0.2,0.2,0.2,0.2,0.2,-0.5,0.8,-0.5,-1.5,0.5,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.5,2.5,1.2,0.5
but,0.5,1.0,0.5,2.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,-1.5,0.5,-1.5,-0.5,-1.5,-0.5,0.0,0.0,-0.5,0.2,-1.5,-1.5,-0.5,0.0,-1.5,-1.5,-0.5,0.5,0.5,0.5,-1.5,-0.5,0.5,-0.5,-0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-0.5,-0.5,-0.5,0.5,-1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,-0.5,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.2,0.5,0.0
butt,2.5,1.5,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.8,0.2,-1.5,-2.5,-2.5,-0.5,0.1,0.8,-1.5,0.1,-1.5,-0.5,-0.5,0.2,-2.5,-2.5,-1.5,0.2,0.8,0.0,-0.5,-0.5,0.5,-0.5,-0.5,0.1,0.1,0.5,0.5,0.2,0.1,0.1,0.2,0.1,-2.0,-1.5,-1.5,1.2,-2.0,1.2,1.5,0.1,0.5,0.1,0.1,0.1,-1.5,0.2,-0.8,-1.5,0.5,0.2,0.1,0.0,0.0,0.0,0.2,1.2,0.5,0.1,0.0,0.2
by,1.5,2.5,1.5,3.5,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.5,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,1.5,0.8,-0.5,0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,1.5,0.5,0.5,-0.5,-0.5,0.5,-0.5,-0.5,0.5,1.5,1.5,1.5,1.5,0.5,1.5,1.5,2.5,-0.5,-0.5,-0.5,0.5,-1.5,2.5,1.5,0.2,0.5,1.5,0.5,0.5,-0.5,0.5,-0.5,-0.5,0.8,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.5,1.5,1.5,0.5
called,1.5,2.5,2.5,2.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.5,0.2,0.0,1.5,0.0,0.8,0.8,-0.5,0.5,0.2,-1.5,0.0,0.2,-1.5,-1.5,-0.5,1.5,1.5,0.5,0.0,0.0,0.8,0.0,0.0,0.2,0.2,0.5,0.2,0.2,0.2,0.5,0.8,1.5,1.0,0.2,0.2,1.5,1.5,1.5,1.5,0.2,0.5,0.2,0.2,0.2,-0.5,0.5,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.5,0.0
came,1.5,3.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.2,0.8,0.0,0.2,0.0,-2.0,0.0,0.2,0.0,0.0,-1.5,0.2,0.2,0.2,0.0,0.0,0.5,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.0,0.0,0.0,0.8,0.0,0.2,0.8,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,1.2,0.2,0.2,0.0,0.0,0.0,0.2,0.5,1.2,0.2,0.2,0.5
can,1.5,2.0,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.5,0.0,0.0,0.5,0.0,0.8,1.2,0.0,0.5,0.0,0.0,0.0,0.2,-0.5,-0.5,-0.5,1.5,0.5,0.2,0.0,0.0,0.5,0.0,0.0,0.2,0.2,1.0,0.5,0.5,0.2,0.5,0.2,1.5,0.0,0.0,0.0,1.2,-1.5,0.8,1.5,0.2,0.5,0.2,0.5,0.2,0.0,1.5,0.0,-0.5,1.5,0.2,0.2,0.0,0.0,0.0,0.5,1.5,1.5,1.5,1.2,1.5
cannot,1.5,2.5,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.8,-3.5,2.5,-3.5,-2.5,-2.5,-2.5,0.2,0.5,-2.5,0.0,-3.5,-2.5,-2.5,0.2,-3.5,-3.5,-2.5,0.5,0.5,0.0,-2.5,-2.5,2.8,-2.5,-2.5,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.5,-2.0,-2.0,-2.5,1.2,-3.5,2.8,0.5,0.0,0.0,0.0,0.0,0.0,-2.5,0.5,-2.5,-2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.0,0.0
car,3.5,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.2,-0.5,0.0,0.0,0.0,0.1,1.2,-1.5,0.1,0.2,-0.5,0.5,0.0,-1.5,-1.5,2.5,0.5,0.8,0.0,0.0,-0.5,0.2,-0.5,0.0,0.2,0.1,2.8,1.2,0.5,0.2,0.2,0.2,2.8,-1.0,-0.5,2.8,1.8,-1.5,0.5,1.2,0.2,1.8,0.2,0.2,0.2,-0.5,1.2,-0.5,0.0,1.2,0.2,0.2,0.0,0.0,0.0,0.2,2.8,1.2,0.5,0.1,0.5
case,3.5,2.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.2,0.0,-1.5,0.0,0.2,-1.5,-2.0,1.5,1.2,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.2,0.8,0.5,0.2,0.2,0.5,0.8,1.2,0.0,0.0,0.0,1.2,2.0,1.5,1.5,0.2,0.8,0.2,0.2,0.2,-1.5,0.8,0.0,0.0,0.8,0.2,0.2,0.0,0.0,0.0,0.8,1.5,1.5,1.8,0.8,0.5
central,2.8,0.5,3.5,2.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.8,0.0,0.0,0.5,0.0,2.8,2.8,0.0,0.5,2.0,0.0,0.0,0.5,-2.0,0.0,0.0,2.5,2.8,0.5,0.0,0.0,0.8,0.0,0.0,0.5,0.5,2.5,2.8,1.5,2.5,1.5,2.8,2.8,0.0,0.0,0.0,3.5,2.0,2.8,3.5,1.5,2.5,0.5,0.5,0.8,0.0,2.5,0.0,0.0,1.5,0.8,1.5,0.0,0.0,0.0,2.5,1.5,1.5,2.8,2.8,2.8
certain,2.8,0.5,3.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,4.0,2.5,0.0,0.0,0.5,0.0,0.6,0.8,0.5,0.5,2.5,0.0,0.0,0.2,-2.5,0.0,0.5,1.5,1.5,0.5,0.0,0.0,1.2,0.0,0.0,0.2,0.2,0.8,0.5,0.2,0.2,0.5,0.2,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.5,0.2,0.5,0.2,0.2,0.2,2.5,1.5,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,1.5,0.5,0.5,1.5,1.5,1.2
certainly,1.5,1.5,3.5,1.5,0.5,0.5,0.0,0.2,0.0,0.5,0.1,0.5,3.8,2.5,2.5,2.5,2.5,1.5,0.2,0.5,2.8,0.2,2.8,2.5,0.2,0.2,1.5,2.5,0.2,1.5,2.5,0.5,0.5,0.5,0.2,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,2.5,1.5,0.5,0.8,0.8,0.0,0.2,0.2,0.2,0.0,2.5,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.5,2.5,2.5,0.2
children,3.5,0.5,0.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1.2,-1.5,0.5,0.5,2.8,0.2,1.2,2.8,3.8,2.5,-2.0,-1.5,0.2,2.8,-2.0,-2.0,2.5,0.8,0.2,2.8,-0.5,1.2,-1.5,2.5,0.2,0.2,0.8,0.5,0.2,0.2,0.2,0.8,0.8,-0.5,-1.0,-1.5,2.8,2.5,0.8,2.8,0.2,1.2,0.2,0.2,0.2,-1.5,2.8,2.8,-1.5,1.2,0.2,0.2,0.0,0.0,0.0,0.2,0.5,2.8,1.8,0.8,1.8
church,3.5,0.2,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.8,-0.5,0.5,3.5,-0.5,1.8,1.8,-0.5,0.8,2.5,-0.5,0.0,0.2,-2.5,-2.5,-1.5,1.2,1.8,2.8,-0.5,-0.8,0.2,-0.5,-0.5,0.2,0.2,0.5,0.5,0.8,0.2,0.2,0.8,0.8,-0.5,0.5,-0.5,2.8,2.5,2.8,2.8,0.1,0.8,0.1,0.1,0.1,-0.8,3.8,-0.8,-1.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.5
